package,url,subdir,registry
aebdata,https://github.com/hhmacedo/aebdata,,
aeddo,https://github.com/ssi-dk/aeddo,,
aedseo,https://github.com/ssi-dk/aedseo,,
AEenrich,https://github.com/umich-biostatistics/aeenrich,,
aelab,https://github.com/zhao-jun-yong/aelab,,
AeroSampleR,https://github.com/markhogue/aerosampler,,
afdx,https://github.com/johnaponte/afdx,,
afex,https://github.com/singmann/afex,,
affinity,https://github.com/hypertidy/affinity,,
affinitymatrix,https://github.com/edoardociscato/affinitymatrix,,
affxparser,https://github.com/henrikbengtsson/affxparser,,bioc
affy,https://github.com/rafalab/affy,,bioc
affycomp,https://github.com/rafalab/affycomp,,bioc
affyio,https://github.com/bmbolstad/affyio,,bioc
affyPLM,https://github.com/bmbolstad/affyplm,,bioc
afpt,https://github.com/marcoklh/afpt-r,,
aftgee,https://github.com/stc04003/aftgee,,
afttest,https://github.com/woojungbae/afttest,,
ag5Tools,https://github.com/agrdatasci/ag5tools,,
agcounts,https://github.com/bhelsel/agcounts,,
AGD,https://github.com/stefvanbuuren/agd,,
ageutils,https://github.com/timtaylor/ageutils,,
aggregateBioVar,https://github.com/jasonratcliff/aggregatebiovar,,bioc
AggregateR,https://github.com/matthbogaert/aggregater,,
aggTrees,https://github.com/riccardo-df/aggtrees,,
aggutils,https://github.com/forecastingresearch/aggutils,,
AGHmatrix,https://github.com/rramadeu/aghmatrix,,
aglm,https://github.com/kkondo1981/aglm,,
agop,https://github.com/gagolews/agop,,
AGPRIS,https://github.com/edoardobaldoni/agpris,,
agricolaeplotr,https://github.com/jensharbers/agricolaeplotr,,
agridat,https://github.com/kwstat/agridat,,
agriutilities,https://github.com/apariciojohan/agriutilities,,
agriwater,https://github.com/cesarofs/agriwater,,
agrmt,https://github.com/r-forge/agrmt,pkg,
ags,https://github.com/sumtxt/ags,,
agua,https://github.com/tidymodels/agua,,
agvgd,https://github.com/maialab/agvgd,,
AHMassBank,https://github.com/jorainer/ahmassbank,,bioc
AHMbook,https://github.com/kenkellner/ahmbook,,
ahnr,https://github.com/jroberayalas/ahnr,,
AhoCorasickTrie,https://github.com/chambm/ahocorasicktrie,,
AHPGaussian,https://github.com/cidedson/ahpgaussian,,
ahpsurvey,https://github.com/frankiecho/ahpsurvey,,
AHPtools,https://github.com/amarnathbose/ahptools,,
aIc,https://github.com/ggloor/aic,,
AICcPermanova,https://github.com/sustainscapes/aiccperm,,
aifeducation,https://github.com/fberding/aifeducation,,
aihuman,https://github.com/sooahnshin/aihuman,,
aimPlot,https://github.com/ybkamaleri/aimplot,,
aimsir17,https://github.com/jimduggan/aimsir17,,
aion,https://github.com/tesselle/aion,,
AIPW,https://github.com/yqzhong7/aipw,,
air,https://github.com/soumyaray/air,,
aire.zmvm,https://github.com/diegovalle/aire.zmvm,,
airGRiwrm,https://github.com/inrae/airgriwrm,,
aiRly,https://github.com/piotrekjanus/airly,,
AirMonitor,https://github.com/mazamascience/airmonitor,,
airnow,https://github.com/briandconnelly/airnow,,
airpart,https://github.com/wancen/airpart,,bioc
airportr,https://github.com/dshkol/airportr,,
airports,https://github.com/openintrostat/airports,,
airqualityES,https://github.com/jdieramon/airqualityes,,
airt,https://github.com/sevvandi/airt,,
ajv,https://github.com/jdthorpe/ajvr,,
aka,https://github.com/klmr/aka,,
akc,https://github.com/hope-data-science/akc,,
akiFlagger,https://github.com/isaranwrap/akiflagger,,
alabaster.base,https://github.com/artifactdb/alabaster.base,,bioc
alakazam,https://bitbucket.org/kleinstein/alakazam,,
alarmdata,https://github.com/alarm-redist/alarmdata,,
aLBI,https://github.com/ataher76/albi,,
albopictus,https://github.com/kerguler/albopictusr,,
alcyon,https://github.com/spatialnous/alcyon,,
ALDEx2,https://github.com/ggloor/aldex_bioc,,bioc
ALDqr,https://github.com/lbenitesanchez/aldqr,,
aldvmm,https://github.com/pletschm/aldvmm,,
ale,https://github.com/tripartio/ale,,
alevinQC,https://github.com/csoneson/alevinqc,,bioc
ALFAM2,https://github.com/au-bce-ee/alfam2,,
alfr,https://github.com/rwetherall/alfr,,
alfred,https://github.com/onnokleen/alfred,,
AlgDesign,https://github.com/jvbraun/algdesign,,
algo,https://github.com/feddelegrand7/algo,,
algorithmia,https://github.com/algorithmiaio/algorithmia-r,,
aliases2entrez,https://github.com/peyronlab/aliases2entrez,,
alien,https://github.com/hezibu/alien,,
alkahest,https://github.com/tesselle/alkahest,,
allcontributors,https://github.com/ropenscilabs/allcontributors,,
AllelicImbalance,https://github.com/pappewaio/allelicimbalance,,bioc
allMT,https://github.com/tmungle/allmt,,
allofus,https://github.com/roux-ohdsi/allofus,,
alluvial,https://github.com/mbojan/alluvial,,
almanac,https://github.com/davisvaughan/almanac,,
alone,https://github.com/doehm/alone,,
alookr,https://github.com/choonghyunryu/alookr,,
alpaca,https://github.com/amrei-stammann/alpaca,,
alphabetr,https://github.com/edwardslee/alphabetr,,
alphaci,https://github.com/jonasmoss/alphaci,,
alphahull,https://github.com/beatrizpateiro/alphahull,,
AlphaMissenseR,https://github.com/mtmorgan/alphamissenser,,bioc
alphaN,https://github.com/jespernwulff/alphan,,
AlphaSimR,https://github.com/gaynorr/alphasimr,,
alphavantager,https://github.com/business-science/alphavantager,,
AlpsNMR,https://github.com/sipss/alpsnmr,,bioc
altadata,https://github.com/altabering/altadata-r,,
altair,https://github.com/vegawidget/altair,,
altdoc,https://github.com/etiennebacher/altdoc,,
altfuelr,https://github.com/burch-cm/altfuelr,,
altR2,https://github.com/karchjd/altr2,,
ALUES,https://github.com/alstat/alues,,
amadeus,https://github.com/niehs/amadeus,,
amanida,https://github.com/mariallr/amanida,,
amapGeocode,https://github.com/womeimingzi11/amapgeocode,,
amapro,https://github.com/helgasoft/amapro,,
AMAPVox,https://github.com/umr-amap/amapvox,,
amberr,https://github.com/obiba/amberr,,
ambient,https://github.com/thomasp85/ambient,,
AMCP,https://github.com/yelleknek/amcp,,
AMCTestmakeR,https://github.com/nilsmy/amctestmaker,,
amelie,https://github.com/dbolotov/amelie,,
amen,https://github.com/pdhoff/amen,,
amerifluxr,https://github.com/chuhousen/amerifluxr,,
amerika,https://github.com/pdwaggoner/amerika,,
AmesHousing,https://github.com/topepo/ameshousing,,
ami,https://github.com/briandconnelly/ami,,
AmigaFFH,https://github.com/pepijn-devries/amigaffh,,
AMIM,https://github.com/gelotran/amim,,
ammistability,https://github.com/ajaygpb/ammistability,,
amp,https://github.com/adam-s-elder/amp,,
AmpGram,https://github.com/michbur/ampgram,,
ampir,https://github.com/legana/ampir,,
AMPLE,https://github.com/pacificcommunity/ofp-sam-ample,,
amplican,https://github.com/valenlab/amplican,,bioc
AMR,https://github.com/msberends/amr,,
amregtest,https://github.com/torstax/amregtest,,
amt,https://github.com/jmsigner/amt,,
amVennDiagram5,https://github.com/stla/amvenndiagram5,,
AmyloGram,https://github.com/michbur/amylogram,,
AnaCoDa,https://github.com/clandere/anacoda,,
Anaconda,https://github.com/plstenger/anaconda,,
anacor,https://github.com/r-forge/psychor,pkg/anacor,
analogsea,https://github.com/pachadotdev/analogsea,,
analogue,https://github.com/gavinsimpson/analogue,,
AnalysisLin,https://github.com/zhiweilin27/analysislin,,
AnanseSeurat,https://github.com/jgasmits/ananseseurat,,
AnchorRegression,https://github.com/simzim96/anchorregression,,
ANCOMBC,https://github.com/frederickhuanglin/ancombc,,bioc
and,https://github.com/rossellhayes/and,,
andrews,https://github.com/sigbertklinke/andrews,,
Andromeda,https://github.com/ohdsi/andromeda,,
andurinha,https://github.com/noemiallefs/andurinha,,
AneuFinder,https://github.com/ataudt/aneufinder,,bioc
AnglerCreelSurveySimulation,https://github.com/stevenranney/anglercreelsurveysimulation,,
angstromATE,https://github.com/thomasgredig/angstromate,,
angstroms,https://github.com/australianantarcticdivision/angstroms,,
anim.plots,https://github.com/hughjonesd/anim.plots,,
animalcules,https://github.com/wejlab/animalcules,,bioc
animate,https://github.com/kcf-jackson/animate,,
animation,https://github.com/yihui/animation,,
animbook,https://github.com/krisanata/animbook,,
animint2,https://github.com/animint/animint2,,
aniSNA,https://github.com/prabhleenkaur19/anisna,,
aniview,https://github.com/lgnbhl/aniview,,
anMC,https://github.com/dazzimonti/anmc,,
ANN2,https://github.com/bflammers/ann2,,
anndata,https://github.com/dynverse/anndata,,
annmap,https://github.com/cruk-mi/annmap,,bioc
annmatrix,https://github.com/karoliskoncevicius/annmatrix,,
AnnoProbe,https://github.com/jmzeng1314/annoprobe,,
annotater,https://github.com/luisdva/annotater,,
AnnotationBustR,https://github.com/sborstein/annotationbustr,,
AnnotationDbi,https://github.com/bioconductor/annotationdbi,,bioc
AnnotationFilter,https://github.com/bioconductor/annotationfilter,,bioc
AnnotationForge,https://github.com/bioconductor/annotationforge,,bioc
AnnotationHub,https://github.com/bioconductor/annotationhub,,bioc
annotator,https://github.com/valcu/annotator,,
annotatr,https://github.com/rcavalcante/annotatr,,bioc
AnnuityRIR,https://github.com/fabriziomaturo/annuityrir,,
ANOFA,https://github.com/dcousin3/anofa,,
ANOM,https://github.com/philippallmann/anom,,
anomalize,https://github.com/business-science/anomalize,,
ANOPA,https://github.com/dcousin3/anopa,,
anscombiser,https://github.com/paulnorthrop/anscombiser,,
ANSM5,https://github.com/neilhspencer/ansm5,,
anthro,https://github.com/worldhealthorganization/anthro,,
AnthropMMD,https://gitlab.com/f-santos/anthropmmd,,
anticlust,https://github.com/m-py/anticlust,,
antiProfiles,https://github.com/hcbravolab/antiprofiles,,bioc
antitrust,https://github.com/luciu5/antitrust,,
antiword,https://github.com/ropensci/antiword,,
AntMAN,https://github.com/bbodin/antman,AntMAN,
AnVILAz,https://github.com/bioconductor/anvilaz,,bioc
AnVILBase,https://github.com/bioconductor/anvilbase,,bioc
AnVILBilling,https://github.com/vjcitn/anvilbilling,,bioc
AnVILGCP,https://github.com/bioconductor/anvilgcp,,bioc
AnVILWorkflow,https://github.com/shbrief/anvilworkflow,,bioc
AnxietySleep,https://github.com/nim-ach/anxietysleep,,
anybadger,https://github.com/lmeninato/anybadger,,
anyflights,https://github.com/simonpcouch/anyflights,,
anyLib,https://github.com/achateigner/anylib,,
anytime,https://github.com/eddelbuettel/anytime,,
ao,https://github.com/loelschlaeger/ao,,
aoos,https://github.com/wahani/aoos,,
aoristic,https://github.com/jerryratcliffe/aoristic,,
aorsf,https://github.com/ropensci/aorsf,,
aos,https://github.com/lgnbhl/aos,,
apa,https://github.com/dgromer/apa,,
apache.sedona,https://github.com/apache/sedona,R,
ApacheLogProcessor,https://github.com/diogosmendonca/apachelogprocessor,,
APackOfTheClones,https://github.com/qile0317/apackoftheclones,,
APAlyzer,https://github.com/rjwangbioinfo/apalyzer,,bioc
apaTables,https://github.com/dstanley4/apatables,,
apaText,https://github.com/dstanley4/apatext,,
APCalign,https://github.com/traitecoevo/apcalign,,
apcf,https://github.com/rnuske/apcf,,
APCI,https://github.com/jiahui1902/apci,,
apcluster,https://github.com/ubod/apcluster,,
APCtools,https://github.com/bauer-alex/apctools,,
ape,https://github.com/emmanuelparadis/ape,,
aPEAR,https://gitlab.com/vugene/apear,,
apercu,https://github.com/achateigner/apercu,,
apex,https://github.com/thibautjombart/apex,,
apexcharter,https://github.com/dreamrs/apexcharter,,
aphid,https://github.com/shaunpwilkinson/aphid,,
aphylo,https://github.com/uscbiostats/aphylo,,
api2lm,https://github.com/jfrench/api2lm,,
apisensr,https://github.com/dhaine/apisensr,,
APL,https://github.com/vingronlab/apl,,bioc
aplore3,https://github.com/lbraglia/aplore3,,
aplot,https://github.com/yulab-smu/aplot,,
aplotExtra,https://github.com/yulab-smu/aplotextra,,
apmx,https://github.com/stephen-amori/apmx,,
Apoderoides,https://github.com/sa-to-shi-a-o-ki/apoderoides,,
Apollonius,https://github.com/stla/apollonius,,
appeears,https://github.com/bluegreen-labs/appeears,,
appler,https://github.com/ashbaldry/appler,,archived
applicable,https://github.com/tidymodels/applicable,,
AppliedPredictiveModeling,https://github.com/topepo/appliedpredictivemodeling,,
apportion,https://github.com/christopherkenny/apportion,,
appRiori,https://github.com/ugranziol/appriori,,
approximator,https://github.com/robinhankin/approximator,,
approxOT,https://github.com/ericdunipace/approxot,,
appsheet,https://github.com/calderonsamuel/appsheet,,
aprean3,https://github.com/lbraglia/aprean3,,
aprof,https://github.com/marcodvisser/aprof,,
apsimx,https://github.com/femiguez/apsimx,,
apyramid,https://github.com/r4epi/apyramid,,
AQEval,https://github.com/karlropkins/aqeval,,
aqp,https://github.com/ncss-tech/aqp,,
AquaBEHER,https://github.com/robeltakele/aquabeher,,archived
AquaticLifeHistory,https://github.com/jonathansmart/aquaticlifehistory,,
aquodom,https://github.com/redtent/aquodom,,
ar.matrix,https://github.com/nmmarquez/ar.matrix,,
arabic2kansuji,https://github.com/indenkun/arabic2kansuji,,
ArArRedux,https://github.com/pvermees/ararredux,,
arc,https://github.com/kliegr/arc,,
ARCensReg,https://github.com/fernandalschumacher/arcensreg,,
arcgeocoder,https://github.com/dieghernan/arcgeocoder,,
arcgis,https://github.com/r-arcgis/arcgis,,archived
arcgisgeocode,https://github.com/r-arcgis/arcgisgeocode,,
arcgislayers,https://github.com/r-arcgis/arcgislayers,,archived
arcgisutils,https://github.com/r-arcgis/arcgisutils,,
ArchaeoPhases,https://github.com/archaeostat/archaeophases,,
archeofrag,https://github.com/sebastien-plutniak/archeofrag,,
archeoViz,https://github.com/sebastien-plutniak/archeoviz,,
archetyper,https://github.com/mkorvink/archetyper,,
archiDART,https://github.com/archidart/archidart,,
archive,https://github.com/r-lib/archive,,
archiveRetriever,https://github.com/liserman/archiveretriever,,
archivist,https://github.com/pbiecek/archivist,,
archivist.github,https://github.com/marcinkosinski/archivist.github,,
ArCo,https://github.com/gabrielrvsc/arco,,
ARCokrig,https://github.com/pulongma/arcokrig,,
arcpbf,https://github.com/r-arcgis/arcpbf,,archived
arcpy,https://github.com/mkoohafkan/arcpy,,
arctools,https://github.com/martakarass/arctools,,
ARDL,https://github.com/natsiopoulos/ardl,,
ards,https://github.com/dbosak01/ards,,
area,https://github.com/hypertidy/area,,
areal,https://github.com/chris-prener/areal,,
arealDB,https://github.com/luckinet/arealdb,,
areaplot,https://github.com/arni-magnusson/areaplot,,
arena2r,https://github.com/pedroliman/arena2r,,
arenar,https://github.com/modeloriented/arenar,,
arf,https://github.com/bips-hb/arf,,
arfima,https://github.com/jqveenstra/arfima,,
argoFloats,https://github.com/argocanada/argofloats,,
argonDash,https://github.com/rinterface/argondash,,
argonR,https://github.com/rinterface/argonr,,
ARGOS,https://github.com/kevinegan31/argos-package,,
argparse,https://github.com/trevorld/r-argparse,,
argparser,https://bitbucket.org/djhshih/argparser,,
ARHT,https://github.com/haoranli/arht,,
ari,https://github.com/jhudsl/ari,,
aricode,https://github.com/jchiquet/aricode,,
arima2,https://github.com/jeswheel/arima2,,
arkdb,https://github.com/ropensci/arkdb,,
arkhe,https://github.com/tesselle/arkhe,,
arm,https://github.com/suyusung/arm,,
armspp,https://github.com/mbertolacci/armspp,,
arnie,https://github.com/imanuelcostigan/arnie,,
aroma.affymetrix,https://github.com/henrikbengtsson/aroma.affymetrix,,
aroma.apd,https://github.com/henrikbengtsson/aroma.apd,,
aroma.cn,https://github.com/henrikbengtsson/aroma.cn,,
aroma.core,https://github.com/henrikbengtsson/aroma.core,,
aroma.light,https://github.com/henrikbengtsson/aroma.light,,bioc
ARPobservation,https://github.com/jepusto/arpobservation,,
arpr,https://github.com/thinkr-open/arpr,,
aRpsDCA,https://github.com/derrickturk/arpsdca,,
arrangements,https://github.com/randy3k/arrangements,,
arrApply,https://github.com/sgsokol/arrapply,,
arrayhelpers,https://github.com/r-forge/arrayhelpers,pkg,
arrayQualityMetrics,https://github.com/grimbough/arrayqualitymetrics,,bioc
arrow,https://github.com/apache/arrow,r,
arrowheadr,https://github.com/wjschne/arrowheadr,,
arse,https://github.com/nr3xe/arse,,
arsenal,https://github.com/mayoverse/arsenal,,
arthistory,https://github.com/saralemus7/arthistory,,
artMS,https://github.com/biodavidjm/artms,,bioc
ARTofR,https://github.com/hzhang-ouce/artofr,,
ARTool,https://github.com/mjskay/artool,,
artpack,https://github.com/meghansaha/artpack,,
aRtsy,https://github.com/koenderks/artsy,,
arules,https://github.com/mhahsler/arules,,
arulesCBA,https://github.com/mhahsler/arulescba,,
arulesNBMiner,https://github.com/mhahsler/arulesnbminer,,
arulesViz,https://github.com/mhahsler/arulesviz,,
ARUtools,https://github.com/arutools/arutools,,
aRxiv,https://github.com/ropensci/arxiv,,
ascii,https://github.com/mclements/ascii,,
asciicast,https://github.com/r-lib/asciicast,,
asciichartr,https://github.com/blmayer/asciichartr,,
asciiruler,https://github.com/leipzig/asciiruler,,
asciiSetupReader,https://github.com/jacobkap/asciisetupreader,,
ascotraceR,https://github.com/ihsankhaliq/ascotracer,,
asdreader,https://github.com/pierreroudier/asdreader,,
ASGS.foyer,https://github.com/hughparsonage/asgs.foyer,,
ashr,https://github.com/stephens999/ashr,,
AsioHeaders,https://github.com/eddelbuettel/asioheaders,,
askgpt,https://github.com/jbgruber/askgpt,,
askpass,https://github.com/r-lib/askpass,,
aslib,https://github.com/coseal/aslib-r,aslib,
ASMap,https://github.com/drj001/asmap,,
ASMbook,https://github.com/kenkellner/asmbook,,
asmbPLS,https://github.com/runzhiz/asmbpls,,
aspect,https://github.com/r-forge/psychor,pkg/aspect,
aspline,https://github.com/goepp/aspline,,
aSPU,https://github.com/ikwak2/aspu,,
asremlPlus,https://github.com/briencj/asremlplus,,
assert,https://github.com/olivierbinette/assert,,
assertable,https://github.com/gnguy/assertable,,
assertions,https://github.com/selkamand/assertions,,
assertr,https://github.com/tonyfischetti/assertr,,
assertthat,https://github.com/hadley/assertthat,,
assessor,https://github.com/jhlee1408/assessor,,
AssetAllocation,https://github.com/rubetron/assetallocation,,
ASSIGN,https://github.com/wejlab/assign,,bioc
assignPOP,https://github.com/alexkychen/assignpop,,
ASSISTant,https://github.com/bnaras/assistant,,
AST,https://github.com/alighanbari26/ast,,
ast2ast,https://github.com/konrad1991/ast2ast,,
asteRisk,https://github.com/rafael-ayala/asterisk,,
asus,https://github.com/trambakbanerjee/asus,,
asylum,https://github.com/humaniverse/asylum,,
asymmetry,https://github.com/berriez/asymmetry,,
asymptor,https://github.com/bisaloo/asymptor,,
async,https://github.com/crowding/async,,archived
atable,https://github.com/arminstroebel/atable,,
ATACCoGAPS,https://github.com/fertiglab/ataccogaps,,bioc
ATACseqQC,https://github.com/jianhong/atacseqqc,,bioc
ATACseqTFEA,https://github.com/jianhong/atacseqtfea,,bioc
ATAforecasting,https://github.com/alsabtay/ataforecasting,,
atakrig,https://github.com/maoguihu/atakrig,,
ATbounds,https://github.com/atbounds/atbounds-r,,
atena,https://github.com/rcastelo/atena,,bioc
atime,https://github.com/tdhock/atime,,
AtlasMaker,https://github.com/rachel-greenlee/atlasmaker,,
AtmChile,https://github.com/franciscoxaxo/atmchile,,
atom4R,https://github.com/eblondel/atom4r,,
atpolR,https://github.com/gsapijaszko/atpolr,,
ATQ,https://github.com/vjoshy/atq_surveillance_package,,
atrrr,https://github.com/jbgruber/atrrr,,
atSNP,https://github.com/sunyoungshin/atsnp,,bioc
attachment,https://github.com/thinkr-open/attachment,,
attempt,https://github.com/colinfay/attempt,,
attention,https://github.com/bquast/attention,,
attenuation,https://github.com/jonasmoss/attenuation,,
auctestr,https://github.com/jpgard/auctestr,,
auctionr,https://github.com/ajmack/auctionr,,
audio,https://github.com/s-u/audio,,
auditor,https://github.com/modeloriented/auditor,,
audubon,https://github.com/paithiov909/audubon,,
augmentedRCBD,https://github.com/aravind-j/augmentedrcbd,,
auk,https://github.com/cornelllabofornithology/auk,,
aum,https://github.com/tdhock/aum,,
ausplotsR,https://github.com/ternaustralia/ausplotsr,,
AustralianPoliticians,https://github.com/rohanalexander/australianpoliticians,,
auth0,https://github.com/curso-r/auth0,,
autocogs,https://github.com/schloerke/autocogs,,
autoCovariateSelection,https://github.com/technoslerphile/autocovariateselection,,
AutoDeskR,https://github.com/paulgovan/autodeskr,,
autoEnsemble,https://github.com/haghish/autoensemble,,
autoFC,https://github.com/tspsyched/autofc,,
autoGO,https://github.com/mpallocc/auto-go,,
autohrf,https://github.com/demsarjure/autohrf,,
autoimage,https://github.com/jfrench/autoimage,,
autokeras,https://github.com/r-tensorflow/autokeras,,
automagic,https://github.com/cole-brokamp/automagic,,
autoMFA,https://github.com/john-c-davey/automfa,,
automl,https://github.com/aboulaboul/automl,,
